A@01,A@21,A@22,A@23,A@24,A@41,A@42,A@43,A@44,A@45,A@46,A@47,A@61,A@62,A@63,B@01,B@02,B@03,B@04,B@05,B@06,B@07,B@08,B@09,B@21,B@22,B@23,B@24,B@25,B@26,B@27,B@28,B@29,B@30,B@31,B@32,B@33,B@41,B@42,B@43,B@44,B@60,B@61,B@62,B@63,B@64,B@65,B@66,B@67,B@68,B@81,B@82,C@01,C@02,C@03,C@04,C@05,C@06,C@07,C@08,C@09,C@10,C@11,C@12,C@13,C@14,C@21,C@22,C@23,C@25,C@30,C@40,D@01,D@02,D@03,D@04,D@05,D@06,D@07,D@10,D@21,E@01,E@02,E@03,E@04,E@05,E@06,E@21,F@01,F@02,F@03,F@04,F@05,F@15,F@16,F@17,F@21,F@22,F@23,F@24,F@25,F@26,F@27,F@28,F@41,F@42,G@01,G@02,G@03,G@04,G@05,G@06,G@07,G@08,G@09,G@10,G@11,G@16,G@21,H@01,H@02,H@03,H@04,H@05,Y@02,Y@04,Y@10
0.002838,0,0,0,0,0,0,0,0,0,0,0.001588,0.1719,0,0.004583,0.02652,0,0,0,0,0,0,0,0,0,0,0.001172,0,0,0,0,0,0.00617,0,0,0.003004,0,0.001849,0,0,0,0.01299,0,0,0,0,0.005379,0,0,0,0,0.003245,0.002404,0,0,0.001219,0,0,0.05323,0.01705,0.002267,0.002146,0,0.01121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001262,0.001362,0,0,0.001607,0.004728,0,0,0,0,0.01082,0,0,0,0,0,0,0,0,0,0,0,0.01924,0.008177,0.006073,0,0.001601,0.05338,0,0,0.005081,0,0.006486,0,0,0.02483,0.006008,0.002634,0.1063,0.0074,0.03851,0,0.09095
0.02098,0.001586,0.001267,0.01345,0.002743,0.004017,0.001528,0.003118,0.002443,0.004259,0.002886,0.02085,0.117,0.003545,0.034,0.06577,0.001594,0.002465,0.001666,0.009813,0.002346,0,0.004709,0.002362,0.007971,0.01006,0.02048,0.00752,0.009137,0.005541,0.002279,0.002928,0.0588,0.002786,0.006321,0.02563,0.007054,0.02172,0.004312,0.003777,0.00313,0.0738,0.003403,0.01226,0.007902,0.00934,0.04033,0.004505,0.001746,0,0.005553,0.02501,0.02258,0.01363,0.009435,0.01429,0.003765,0.001026,0.05893,0.04966,0.03121,0.01908,0.009427,0.03826,0,0.00106,0.006522,0.01162,0.01932,0.006579,0.004464,0.003141,0.004403,0,0.002191,0.004139,0.00154,0.008573,0.001488,0.001816,0.005869,0.004221,0.00667,0.003446,0.01622,0.01963,0.006537,0.009483,0.01896,0.03367,0.00316,0.009824,0.01038,0.006299,0.06965,0.007583,0.01234,0.002549,0.01112,0.01044,0.008503,0.003243,0.005434,0.008791,0.00478,0.003096,0.06481,0.05241,0.03984,0.001742,0.01478,0.13,0.0105,0.01314,0.03493,0.009481,0.0445,0.01196,0.004034,0.1798,0.03409,0.02081,0.1154,0.05972,0.1504,0.005434,0.2716
0.003317,0,0,0.001183,0,0,0,0,0,0,0,0.00246,0.113,0,0.004186,0.02112,0,0,0,0,0,0,0,0,0,0,0.002155,0,0,0,0,0,0.01039,0,0,0.003849,0,0.002359,0,0,0,0.01199,0,0.001049,0,0,0.008627,0,0,0,0,0.002797,0.002781,0.00109,0,0.001559,0,0,0.0194,0.01179,0.005775,0.002623,0,0.005973,0,0,0,0.001033,0.001751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002059,0.002001,0,0,0.002042,0.004437,0,0,0,0,0.01273,0,0.001053,0,0,0,0,0,0,0,0,0,0.01586,0.01227,0.005904,0,0.001591,0.03457,0.001101,0.001154,0.004299,0,0.006858,0,0,0.09661,0.007261,0.002768,0.04137,0.01046,0.03598,0,0.1536
0.03041,0.003341,0.002736,0.01724,0.004656,0.005862,0.002318,0.005195,0.004399,0.00594,0.004135,0.02626,0.1704,0.005429,0.03002,0.08456,0.003181,0.004252,0.002719,0.01354,0.003927,0.002147,0.005591,0.003788,0.01486,0.01229,0.02318,0.009231,0.01119,0.009058,0.003266,0.005888,0.07769,0.005005,0.008181,0.04818,0.01134,0.03283,0.006768,0.005872,0.004795,0.06189,0.005556,0.01663,0.009752,0.01247,0.0435,0.005146,0.003318,0.00237,0.01154,0.03334,0.03136,0.01686,0.01647,0.02087,0.005671,0.002634,0.1028,0.07511,0.0485,0.02894,0.01319,0.05154,0.001593,0.001754,0.009,0.02318,0.02737,0.01329,0.006822,0.006038,0.006782,0.001456,0.003792,0.008071,0.003248,0.01236,0.002852,0.003964,0.01016,0.006065,0.007963,0.004872,0.02189,0.02334,0.01115,0.01573,0.02751,0.02967,0.006137,0.01448,0.01516,0.009906,0.07619,0.00926,0.01489,0.004717,0.01182,0.01841,0.0135,0.005189,0.006746,0.01428,0.006409,0.004987,0.08211,0.09059,0.04563,0.004071,0.02442,0.1208,0.01897,0.0169,0.04968,0.01425,0.06621,0.01516,0.006496,0.31,0.04537,0.03398,0.1532,0.06993,0.1362,0.006766,0.2714
0.01215,0,0,0.00575,0,0.001334,0,0,0,0.00135,0,0.009594,0.1175,0.001138,0.01393,0.04536,0,0,0,0.003181,0,0,0.001622,0,0.003707,0.003662,0.008064,0.004286,0.003167,0.002809,0,0.001181,0.03519,0.00125,0.002166,0.01551,0.002197,0.01313,0.001438,0.001099,0.00128,0.03324,0.001384,0.005036,0.003196,0.003943,0.03361,0.001314,0,0,0.00222,0.01178,0.01075,0.004824,0.004279,0.006306,0.001288,0,0.05372,0.03032,0.01713,0.009053,0.004111,0.02114,0,0,0.002406,0.006077,0.008521,0.003134,0.001601,0.001157,0.001655,0,0,0.001415,0,0.003577,0,0,0.002705,0.001344,0.002709,0.00117,0.007741,0.009038,0.002883,0.004073,0.008129,0.0138,0.001376,0.004483,0.005421,0.002066,0.04488,0.002631,0.005595,0.001068,0.003647,0.004044,0.003797,0.001019,0.002158,0.003638,0.001624,0.00136,0.04449,0.03439,0.02233,0,0.008379,0.07318,0.005103,0.004874,0.02043,0.004834,0.03057,0.003307,0.001271,0.1524,0.02195,0.009707,0.08924,0.03349,0.0886,0.001707,0.2306
0.03825,0.004801,0.004303,0.02261,0.006906,0.009138,0.003805,0.00709,0.005393,0.0103,0.006062,0.03898,0.1578,0.007358,0.04168,0.1097,0.005531,0.006564,0.0044,0.01493,0.0054,0.002408,0.0102,0.005444,0.02026,0.01856,0.03443,0.01708,0.01732,0.01543,0.005291,0.008954,0.1026,0.009453,0.01326,0.05621,0.01505,0.04067,0.008971,0.009266,0.0091,0.1,0.009011,0.02072,0.01564,0.02195,0.06994,0.009957,0.003764,0.003322,0.01544,0.03861,0.0432,0.0223,0.0188,0.03146,0.008662,0.003564,0.09466,0.07235,0.04993,0.04029,0.02055,0.06301,0.002129,0.003166,0.01449,0.03111,0.03524,0.01461,0.008452,0.007973,0.01109,0.002157,0.006323,0.01002,0.004836,0.02401,0.004096,0.005079,0.0116,0.008642,0.01516,0.008095,0.02917,0.03396,0.01316,0.01758,0.03765,0.04545,0.01158,0.01704,0.02308,0.0133,0.1178,0.01697,0.02416,0.006596,0.01868,0.01958,0.01949,0.009626,0.00949,0.0194,0.009644,0.007241,0.132,0.08484,0.05677,0.005868,0.03173,0.1577,0.02732,0.02475,0.05391,0.01765,0.07499,0.02092,0.01048,0.2729,0.05256,0.0497,0.1975,0.08935,0.1793,0.01352,0.3129
0.04824,0.005716,0.005248,0.02868,0.009305,0.0132,0.004849,0.009836,0.008115,0.01164,0.008303,0.0418,0.1597,0.01123,0.04612,0.1219,0.006349,0.007817,0.005133,0.02403,0.007066,0.003841,0.01311,0.007164,0.02905,0.02222,0.03356,0.02515,0.02191,0.01604,0.007632,0.01296,0.1087,0.01407,0.01788,0.05172,0.02044,0.04485,0.01188,0.01365,0.01145,0.09837,0.01041,0.02952,0.02165,0.02259,0.07383,0.0146,0.00707,0.004337,0.02107,0.04312,0.04473,0.02556,0.01975,0.03394,0.0119,0.004776,0.1338,0.09053,0.06561,0.04843,0.0214,0.06766,0.00357,0.003434,0.01589,0.03406,0.03309,0.02001,0.01195,0.009083,0.01363,0.003307,0.005993,0.01442,0.006301,0.02146,0.005456,0.006762,0.01576,0.01038,0.01544,0.009605,0.0397,0.03482,0.01671,0.02616,0.04639,0.04309,0.01375,0.02478,0.02564,0.01949,0.114,0.0195,0.03002,0.008769,0.01854,0.02506,0.02428,0.01078,0.01374,0.02172,0.01608,0.009612,0.1208,0.09832,0.06093,0.008498,0.03173,0.1786,0.02593,0.03212,0.06646,0.03007,0.09067,0.02135,0.01113,0.2734,0.06505,0.04592,0.1716,0.08781,0.167,0.01877,0.3498
0.01462,0.001101,0,0.009758,0.001788,0.003098,0,0.002052,0.001633,0.003129,0.002014,0.01535,0.09382,0.002351,0.02121,0.05192,0.001253,0.001699,0,0.007133,0.001775,0,0.003004,0.001499,0.007431,0.005769,0.01601,0.005502,0.006959,0.004858,0.001542,0.002393,0.04957,0.002124,0.005042,0.0235,0.004868,0.01675,0.002762,0.002805,0.002199,0.04903,0.002134,0.009523,0.006137,0.006658,0.03234,0.0026,0.001102,0,0.00587,0.01522,0.0164,0.008098,0.006063,0.01117,0.00245,0,0.04177,0.03105,0.02802,0.01428,0.007656,0.02475,0,0,0.003947,0.01057,0.01427,0.004897,0.003005,0.002064,0.002964,0,0.001526,0.003058,0.001084,0.006371,0.001173,0.001167,0.004667,0.002624,0.005166,0.002648,0.0122,0.01532,0.004571,0.007015,0.01388,0.01904,0.00276,0.007291,0.008256,0.003702,0.05411,0.005566,0.009158,0.002065,0.006017,0.00766,0.00571,0.002238,0.003279,0.005489,0.002994,0.001998,0.05188,0.0456,0.02977,0.001376,0.01086,0.08746,0.009746,0.008581,0.02641,0.006828,0.04463,0.006441,0.003055,0.2197,0.0306,0.01328,0.08867,0.0501,0.1068,0.003423,0.279
0.02929,0.001915,0.001809,0.01399,0.003214,0.004649,0.001771,0.004166,0.003828,0.004376,0.002628,0.02512,0.1188,0.004211,0.02888,0.09548,0.00236,0.003513,0.001972,0.01216,0.003607,0.001362,0.004891,0.002353,0.01155,0.00888,0.02029,0.009008,0.00923,0.006388,0.003268,0.004673,0.06693,0.003659,0.007701,0.02906,0.007392,0.02452,0.004301,0.00473,0.003897,0.066,0.003703,0.01525,0.009221,0.01056,0.03904,0.004505,0.002177,0.001508,0.008318,0.02689,0.026,0.01359,0.008419,0.01789,0.004658,0.001751,0.0638,0.04241,0.04516,0.02585,0.01193,0.03976,0,0.001587,0.006636,0.01309,0.02542,0.008995,0.004587,0.003991,0.005677,0.001297,0.00267,0.0055,0.002301,0.01171,0.00228,0.002733,0.006692,0.004082,0.006269,0.003562,0.01521,0.02184,0.007301,0.01089,0.02124,0.03555,0.005344,0.01041,0.01353,0.008253,0.07346,0.009571,0.01512,0.003785,0.01083,0.01509,0.01146,0.004235,0.005871,0.01057,0.006429,0.005021,0.06701,0.06241,0.03804,0.002567,0.01855,0.08082,0.0132,0.01178,0.03154,0.01018,0.04318,0.01069,0.004863,0.2354,0.04217,0.02435,0.08556,0.051,0.1432,0.004861,0.3477
0.02053,0.001937,0.001407,0.01349,0.002972,0.003436,0.001373,0.002758,0.002068,0.004533,0.002204,0.01893,0.186,0.002676,0.02742,0.07045,0.00146,0.002397,0.001436,0.007528,0.002209,0.001091,0.004301,0.002395,0.007606,0.009662,0.01755,0.008552,0.007764,0.00476,0.002273,0.002984,0.0471,0.002943,0.006165,0.02606,0.006883,0.02305,0.003526,0.002728,0.003264,0.05723,0.0037,0.0109,0.008434,0.009871,0.03735,0.003264,0.001362,0,0.00491,0.02968,0.01889,0.01065,0.01024,0.01308,0.003135,0.001145,0.1011,0.06356,0.02813,0.02003,0.009915,0.04447,0,0,0.005944,0.01317,0.0151,0.008874,0.004724,0.003124,0.004909,0,0.00195,0.00399,0.001663,0.009029,0.001389,0.00252,0.006148,0.003818,0.005865,0.003112,0.01868,0.01703,0.007198,0.01012,0.0182,0.02788,0.002787,0.009773,0.01042,0.006124,0.06598,0.006637,0.01265,0.00247,0.009066,0.01013,0.007424,0.002518,0.005612,0.007953,0.004795,0.003149,0.0743,0.0646,0.04047,0.001642,0.01997,0.1697,0.01276,0.01482,0.03727,0.009991,0.05217,0.009911,0.003687,0.1746,0.03731,0.03141,0.2552,0.06127,0.1232,0.004393,0.2159
0.02551,0.002604,0.002354,0.01585,0.004976,0.005597,0.002259,0.004293,0.004166,0.006072,0.00408,0.02575,0.1612,0.005458,0.03138,0.09508,0.002949,0.004308,0.002491,0.01284,0.004725,0.001707,0.006119,0.003601,0.01387,0.01289,0.02865,0.0111,0.01055,0.01001,0.004013,0.004743,0.08496,0.00517,0.007806,0.04388,0.009322,0.02827,0.005354,0.004497,0.006474,0.06243,0.005041,0.0174,0.009603,0.01307,0.05195,0.005685,0.002782,0.002248,0.01002,0.0321,0.03202,0.01774,0.01514,0.02089,0.006188,0.001975,0.1039,0.06615,0.04868,0.03118,0.0127,0.05242,0.001185,0.001973,0.007674,0.02259,0.03065,0.01142,0.006244,0.005129,0.006932,0.001553,0.00328,0.00718,0.003515,0.01522,0.003312,0.002909,0.009417,0.004759,0.007374,0.003919,0.02262,0.02334,0.009037,0.01389,0.02581,0.03749,0.00604,0.01183,0.01516,0.007922,0.08439,0.009454,0.01546,0.004165,0.01317,0.01593,0.01238,0.004948,0.00789,0.01326,0.00647,0.005453,0.08583,0.06796,0.04515,0.003386,0.02077,0.1157,0.01514,0.01669,0.03825,0.01263,0.06279,0.01124,0.006711,0.2788,0.03625,0.03401,0.1112,0.07647,0.1318,0.005852,0.3024
0.05295,0.006551,0.005959,0.0352,0.01115,0.01415,0.006861,0.01078,0.008776,0.01538,0.01024,0.04267,0.1679,0.01121,0.07542,0.1274,0.007356,0.009432,0.007403,0.02218,0.009643,0.004991,0.01635,0.008047,0.02129,0.02671,0.04343,0.02424,0.02417,0.01692,0.01093,0.01064,0.08678,0.009817,0.02032,0.05618,0.01993,0.04831,0.01442,0.01477,0.009467,0.1291,0.01245,0.03421,0.0268,0.02941,0.07229,0.01406,0.006803,0.004833,0.0158,0.05028,0.05246,0.03118,0.02043,0.04373,0.01188,0.004835,0.09722,0.0798,0.07035,0.05045,0.02815,0.07067,0.003712,0.004384,0.01898,0.03114,0.04403,0.01881,0.014,0.01087,0.01735,0.004364,0.008613,0.01387,0.007661,0.02198,0.007285,0.007238,0.01953,0.01533,0.0215,0.01321,0.04114,0.04589,0.01983,0.02763,0.04527,0.08392,0.01254,0.02491,0.03228,0.01935,0.1127,0.0205,0.03203,0.01144,0.03089,0.02962,0.02029,0.01213,0.01699,0.02188,0.01724,0.01151,0.09566,0.08334,0.06842,0.006216,0.03931,0.1436,0.03185,0.03176,0.06749,0.0267,0.07089,0.02855,0.01457,0.1922,0.07428,0.04306,0.1508,0.1019,0.224,0.01453,0.337
0.01804,0.001497,0.001155,0.01256,0.002426,0.003926,0,0.002603,0.002182,0.003834,0.002253,0.01782,0.1434,0.00312,0.02558,0.07063,0.001389,0.002509,0.001361,0.008005,0.002159,0,0.00369,0.001717,0.008572,0.008495,0.01604,0.008299,0.008277,0.005589,0.002043,0.003071,0.04918,0.00283,0.005918,0.02585,0.005628,0.01947,0.00359,0.003037,0.003435,0.05819,0.002981,0.01107,0.007931,0.00862,0.03744,0.00355,0.00151,0,0.005714,0.02164,0.0221,0.01215,0.007749,0.01269,0.002986,0,0.05939,0.0497,0.03052,0.01567,0.009669,0.03415,0,0,0.004731,0.01043,0.01569,0.007032,0.003737,0.002708,0.004041,0,0.001917,0.003789,0.001456,0.006901,0.001207,0.001777,0.005349,0.003893,0.005796,0.003071,0.01591,0.01686,0.005463,0.00814,0.01706,0.02732,0.002922,0.008823,0.008767,0.00487,0.0598,0.00637,0.01211,0.002442,0.008387,0.008743,0.007022,0.002318,0.004309,0.007726,0.00427,0.002755,0.06083,0.05324,0.03169,0.001715,0.01543,0.116,0.01133,0.01131,0.03653,0.008415,0.04019,0.009665,0.003448,0.1796,0.03438,0.02044,0.1326,0.05495,0.119,0.004222,0.246
0.02407,0.002022,0.002081,0.01569,0.003848,0.004863,0.001825,0.003658,0.002905,0.00542,0.003172,0.02351,0.1356,0.004461,0.02705,0.09364,0.002172,0.003265,0.00193,0.01111,0.002874,0.001336,0.005177,0.002445,0.01078,0.01022,0.02279,0.00981,0.008678,0.006731,0.002962,0.004758,0.07304,0.004225,0.007936,0.03932,0.008042,0.02356,0.004249,0.004741,0.004785,0.06289,0.004571,0.01467,0.008017,0.01052,0.04208,0.005326,0.002008,0.001398,0.009356,0.02429,0.03006,0.01491,0.009464,0.018,0.004317,0.00139,0.07,0.05927,0.03878,0.02736,0.01156,0.04412,0,0.001203,0.006633,0.01383,0.02139,0.009045,0.004374,0.003562,0.005554,0.00106,0.002167,0.00568,0.002609,0.009292,0.002072,0.002114,0.007764,0.004486,0.007584,0.003872,0.01856,0.01778,0.006822,0.01174,0.01951,0.02526,0.004368,0.00984,0.01214,0.006776,0.05626,0.008235,0.01077,0.003028,0.01096,0.01026,0.01043,0.003888,0.006091,0.01019,0.006573,0.003286,0.07853,0.05507,0.03281,0.002491,0.01749,0.1243,0.01152,0.01472,0.03818,0.01207,0.04832,0.01141,0.004078,0.1568,0.03579,0.02485,0.1297,0.0573,0.1491,0.006455,0.27
0.02532,0.00257,0.002362,0.0177,0.004767,0.006539,0.002283,0.004732,0.003836,0.006125,0.004264,0.02716,0.1584,0.005546,0.03505,0.08094,0.002491,0.003938,0.002335,0.01363,0.003529,0.001723,0.006006,0.003695,0.01121,0.01411,0.02428,0.0126,0.01326,0.009393,0.004066,0.005448,0.07284,0.005301,0.01028,0.03125,0.01004,0.02789,0.006901,0.005448,0.004314,0.0769,0.005269,0.01791,0.01216,0.01225,0.05618,0.005797,0.002678,0.001538,0.008877,0.02866,0.02581,0.01529,0.01415,0.01823,0.005298,0.001813,0.06515,0.0553,0.04372,0.02256,0.01481,0.03618,0.001165,0.00131,0.008136,0.01734,0.02571,0.01008,0.006989,0.004656,0.006809,0.001144,0.003459,0.006441,0.002644,0.01105,0.002372,0.003319,0.009103,0.00594,0.01043,0.00571,0.02277,0.02587,0.009729,0.01229,0.02363,0.03633,0.005528,0.01441,0.01398,0.008275,0.07322,0.009169,0.0189,0.004479,0.01293,0.01442,0.01165,0.004285,0.007976,0.0126,0.006924,0.005053,0.07735,0.08718,0.04361,0.002917,0.02315,0.1318,0.018,0.01783,0.04316,0.01382,0.05075,0.01341,0.006311,0.2497,0.04288,0.02757,0.1525,0.07054,0.1457,0.007174,0.254
0.02576,0.002588,0.0027,0.01784,0.005412,0.006714,0.002483,0.004821,0.003206,0.006343,0.004074,0.02814,0.124,0.005301,0.02956,0.07575,0.002469,0.004564,0.002512,0.01403,0.003422,0.001547,0.006755,0.00295,0.01158,0.01186,0.02229,0.01146,0.01119,0.009659,0.003942,0.006178,0.06984,0.005391,0.008627,0.03874,0.009532,0.02532,0.00533,0.005447,0.006079,0.06564,0.004437,0.01654,0.0108,0.01493,0.05249,0.006934,0.002521,0.001757,0.009822,0.03087,0.02695,0.01368,0.01101,0.01998,0.005127,0.001969,0.06963,0.05367,0.03881,0.02517,0.0131,0.04308,0.001166,0.001796,0.0077,0.01539,0.02281,0.01037,0.005631,0.004295,0.008758,0.001336,0.002966,0.006437,0.002417,0.01101,0.002258,0.002854,0.00814,0.005437,0.008826,0.004425,0.02395,0.02273,0.007675,0.01186,0.02253,0.03158,0.006234,0.01325,0.01312,0.008069,0.07155,0.009476,0.01619,0.004458,0.01271,0.01562,0.01267,0.005333,0.006908,0.01314,0.007284,0.004234,0.07474,0.07111,0.03389,0.002697,0.02039,0.1454,0.01452,0.01962,0.04063,0.01389,0.05528,0.01437,0.006039,0.1887,0.04175,0.02986,0.1671,0.06333,0.1391,0.008176,0.2874
0.02436,0.001897,0.001477,0.01305,0.003284,0.004075,0.001362,0.002936,0.002914,0.004971,0.002427,0.01886,0.1837,0.003209,0.03044,0.08174,0.002108,0.002747,0.001563,0.008305,0.002437,0.00131,0.005032,0.002279,0.0115,0.01139,0.0217,0.00903,0.00738,0.00646,0.002447,0.004016,0.06029,0.003771,0.006312,0.03276,0.007901,0.02276,0.003769,0.003738,0.00357,0.04529,0.004731,0.01247,0.006495,0.008911,0.04006,0.0037,0.001615,0.00126,0.007138,0.02938,0.02224,0.01356,0.008787,0.01505,0.004188,0.001296,0.09401,0.0606,0.03642,0.0222,0.01026,0.05559,0,0.001139,0.006217,0.01594,0.02012,0.009158,0.004508,0.003458,0.00469,0.001013,0.00199,0.004801,0.002176,0.009555,0.0022,0.002296,0.006306,0.003692,0.005575,0.003321,0.01849,0.0167,0.00747,0.009998,0.01755,0.02774,0.003921,0.00898,0.01207,0.005429,0.05962,0.006194,0.01189,0.003102,0.008666,0.01095,0.01069,0.003066,0.005576,0.008547,0.004323,0.003511,0.09083,0.05145,0.03285,0.002661,0.01785,0.1082,0.01049,0.012,0.03425,0.009068,0.04764,0.008843,0.003737,0.2279,0.03723,0.02784,0.1158,0.04982,0.1326,0.005068,0.2846
0.01721,0.001393,0.001277,0.01138,0.002158,0.003442,0.00106,0.002425,0.001966,0.003799,0.00226,0.02003,0.09682,0.002704,0.0247,0.06213,0.001595,0.002201,0.001078,0.007562,0.002149,0,0.003659,0.001769,0.007031,0.007733,0.01834,0.007197,0.008013,0.005735,0.001867,0.00302,0.05311,0.002788,0.006242,0.02188,0.006545,0.01762,0.003667,0.003799,0.002699,0.06231,0.002667,0.01144,0.006681,0.005976,0.03323,0.003317,0.001349,0,0.007176,0.01925,0.01934,0.01035,0.006458,0.01103,0.002916,0,0.04751,0.04015,0.02815,0.01673,0.008357,0.02558,0,0,0.004347,0.0113,0.01493,0.005754,0.003489,0.002469,0.004155,0,0.001688,0.003682,0.001904,0.007372,0.001344,0.001441,0.005689,0.003669,0.007083,0.002938,0.01414,0.01615,0.005549,0.008002,0.0153,0.02168,0.003208,0.01039,0.009539,0.004881,0.05921,0.006424,0.01108,0.002362,0.007424,0.009034,0.007623,0.002719,0.004119,0.007257,0.004403,0.002481,0.05926,0.05446,0.03179,0.001737,0.01271,0.1067,0.01096,0.01047,0.02949,0.008158,0.04069,0.007896,0.003462,0.247,0.03713,0.0194,0.1139,0.05521,0.1236,0.004194,0.2346
0.02637,0.002082,0.002023,0.01627,0.003734,0.004961,0.00174,0.003679,0.003041,0.00505,0.003018,0.02393,0.1725,0.003906,0.03201,0.08383,0.002018,0.003305,0.001718,0.01164,0.00355,0.001447,0.004901,0.002692,0.01022,0.01229,0.02071,0.009481,0.009652,0.007864,0.003182,0.004239,0.06071,0.00359,0.007774,0.03244,0.007404,0.0272,0.0051,0.004493,0.003907,0.06395,0.004158,0.01531,0.009685,0.01082,0.05597,0.004884,0.002126,0.001133,0.006865,0.02315,0.02627,0.01808,0.01056,0.01855,0.004539,0.001484,0.08031,0.05765,0.03732,0.02546,0.01316,0.04406,0,0.001197,0.00632,0.01492,0.02129,0.008226,0.00585,0.003936,0.006075,0.0011,0.002626,0.004714,0.002549,0.008946,0.002094,0.002474,0.0073,0.004912,0.008909,0.004322,0.01954,0.02409,0.007215,0.0106,0.01849,0.03337,0.003815,0.0123,0.01131,0.006684,0.06393,0.007737,0.01467,0.004133,0.01092,0.01192,0.009781,0.003881,0.006392,0.009697,0.005327,0.004389,0.07089,0.06465,0.03943,0.002208,0.01886,0.09316,0.01555,0.01358,0.0366,0.01127,0.04606,0.009803,0.004364,0.2025,0.04098,0.02422,0.1005,0.0545,0.1278,0.005377,0.2543
0.01387,0,0,0.009885,0.001846,0.002783,0,0.001652,0.001315,0.003013,0.001598,0.01307,0.106,0.002093,0.02118,0.05475,0.001026,0.001391,0,0.005555,0.00131,0,0.003025,0.001138,0.005697,0.006563,0.01171,0.006021,0.005575,0.003503,0.001416,0.001693,0.03759,0.001864,0.003695,0.01642,0.003838,0.01614,0.002556,0.002175,0.001775,0.05508,0.001955,0.00872,0.005951,0.006155,0.0325,0.002464,0,0,0.003588,0.01653,0.01489,0.008027,0.005343,0.008841,0.001922,0,0.04569,0.03789,0.02431,0.01386,0.007862,0.0241,0,0,0.003213,0.007898,0.01073,0.004986,0.002685,0.001713,0.003137,0,0.001276,0.002401,0,0.005301,0,0.00106,0.003948,0.002464,0.00494,0.001929,0.01211,0.01315,0.004106,0.006059,0.01416,0.02237,0.001883,0.005891,0.007475,0.004112,0.05639,0.004569,0.009695,0.001839,0.00672,0.007912,0.004738,0.001912,0.003302,0.005465,0.0028,0.001831,0.05302,0.04935,0.02694,0.0011,0.01072,0.1198,0.008527,0.009942,0.02347,0.00714,0.03325,0.006412,0.002121,0.1311,0.03182,0.01488,0.119,0.04573,0.09836,0.003156,0.2177
0.03641,0.00412,0.004029,0.02682,0.007871,0.01007,0.003961,0.006641,0.005455,0.01024,0.006709,0.03236,0.1454,0.008302,0.04444,0.1091,0.004547,0.005638,0.004699,0.01937,0.005202,0.002628,0.01007,0.004603,0.01727,0.01619,0.03426,0.01731,0.01633,0.01349,0.006762,0.008277,0.09052,0.007871,0.01366,0.05612,0.01359,0.03552,0.009305,0.009304,0.008525,0.08315,0.007448,0.02325,0.01596,0.01982,0.06778,0.0117,0.003958,0.003258,0.01547,0.03516,0.04179,0.02221,0.01653,0.02621,0.008238,0.003388,0.08305,0.07561,0.05841,0.03577,0.02065,0.05209,0.002007,0.002715,0.01223,0.02224,0.03595,0.01669,0.008588,0.006131,0.01106,0.002052,0.004009,0.01018,0.004861,0.01891,0.0044,0.004109,0.01217,0.008613,0.01573,0.007072,0.02873,0.02938,0.01207,0.01775,0.03419,0.04052,0.009202,0.01576,0.01932,0.0122,0.08414,0.01469,0.01833,0.007032,0.01732,0.02111,0.01717,0.007831,0.009692,0.01968,0.01054,0.006451,0.09329,0.07898,0.04741,0.004752,0.02774,0.1632,0.02294,0.0254,0.04892,0.01839,0.06501,0.0214,0.008972,0.1651,0.05409,0.03804,0.1748,0.06881,0.1674,0.01336,0.304
0.01567,0.001347,0.001181,0.0111,0.002283,0.003319,0,0.002369,0.002057,0.003646,0.001978,0.01696,0.1053,0.002633,0.02311,0.06139,0.001286,0.001994,0.001108,0.006528,0.001815,0,0.003779,0.001767,0.00727,0.007626,0.01408,0.006818,0.006838,0.005174,0.001744,0.002823,0.04796,0.002382,0.005597,0.02199,0.005422,0.01574,0.003377,0.002667,0.002525,0.05297,0.002553,0.01003,0.006134,0.007488,0.03694,0.003122,0.0012,0,0.005225,0.01865,0.02033,0.009642,0.008222,0.01191,0.002847,0,0.05127,0.039,0.02631,0.0138,0.007705,0.02893,0,0,0.004325,0.009205,0.01837,0.00607,0.003093,0.002424,0.003666,0,0.001677,0.003126,0.001383,0.006073,0.00118,0.001636,0.004808,0.003073,0.005562,0.002496,0.01391,0.01556,0.005334,0.007808,0.01429,0.02551,0.00292,0.007511,0.008762,0.003895,0.05356,0.005848,0.01124,0.001994,0.007221,0.008153,0.007452,0.002476,0.00406,0.007258,0.003722,0.002633,0.06292,0.05162,0.02952,0.001595,0.0134,0.1048,0.009573,0.01064,0.03356,0.007148,0.03419,0.008396,0.003206,0.2006,0.03082,0.01924,0.1289,0.04682,0.1293,0.003384,0.2505
